LABEL,author,year,title,property,fibre,matrix,fvf,material_type,ply_type,layup,rate_units,property_units,URL,data_source,n_repetitions,rate,property_mean,property_stdv,specimen_design,exp_setup,data_reduction,curve_fit,comments
,,,,,,,,,,,,,,,6,4.74,1.17,0.052065,TCT 120 x 10 × 2 mm3,SHTB,Derivative of the force displacement curve,1,
"Guerrero (2024), SG",Guerrero,2024,Experimental and virtual testing of mode II and mixed mode crack propagation under dynamic loading,GIIc,UD200,M21,0.66,CFRP,UD,[0]32,m/s,kJ/m2,https://doi.org/10.1016/j.ijimpeng.2024.105042,table,6,1.66667E-05,2.595,0.057,ENF 100 x 20 × 6.144 mm3,MTS Insight50 Servo-hydraulic,Shamchi strain gauge method (details in source),1,
,,,,,,,,,,,,,,,4,7.5,3.026,0.157,ENF 100 x 20 × 6.144 mm3,SHPB,Shamchi strain gauge method (details in source),1,
,,,,,,,,,,,,,,,3,10,2.36,0.491,ENF 100 x 20 × 6.144 mm3,SHPB,Shamchi strain gauge method (details in source),1,
,,,,,,,,,,,,,,,2,13.5,2.166,0.037,ENF 100 x 20 × 6.144 mm3,SHPB,Shamchi strain gauge method (details in source),1,
"Guerrero (2024), SG",Guerrero,2024,Experimental and virtual testing of mode II and mixed mode crack propagation under dynamic loading,GIc/GIIc,UD200,M21,0.66,CFRP,UD,[0]32,m/s,kJ/m2,https://doi.org/10.1016/j.ijimpeng.2024.105042,table,6,1.66667E-05,0.593,0.017,SLB 100 x 20 × 6.144 mm3,MTS Insight50 Servo-hydraulic,Shamchi strain gauge method (details in source),1,
,,,,,,,,,,,,,,,4,7.5,0.624,0.065,SLB 100 x 20 × 6.144 mm3,SHPB,Shamchi strain gauge method (details in source),1,
,,,,,,,,,,,,,,,4,10,0.506,0.069,SLB 100 x 20 × 6.144 mm3,SHPB,Shamchi strain gauge method (details in source),1,
,,,,,,,,,,,,,,,4,13.5,0.387,0.029,SLB 100 x 20 × 6.144 mm3,SHPB,Shamchi strain gauge method (details in source),1,
"Guerrero (2024), DIC",Guerrero,2024,Experimental and virtual testing of mode II and mixed mode crack propagation under dynamic loading,GIIc,UD200,M21,0.66,CFRP,UD,[0]32,m/s,kJ/m2,https://doi.org/10.1016/j.ijimpeng.2024.105042,table,6,1.66667E-05,2.317,0.134,ENF 100 x 20 × 6.144 mm3,MTS Insight50 Servo-hydraulic,Lissner DIC method (details in source),1,
,,,,,,,,,,,,,,,4,7.5,3.171,0.476,ENF 100 x 20 × 6.144 mm3,SHPB,Lissner DIC method (details in source),1,
,,,,,,,,,,,,,,,3,10,3.208,0.462,ENF 100 x 20 × 6.144 mm3,SHPB,Lissner DIC method (details in source),1,
,,,,,,,,,,,,,,,2,13.5,3.348,0.5,ENF 100 x 20 × 6.144 mm3,SHPB,Lissner DIC method (details in source),1,
"Guerrero (2024), DIC",Guerrero,2024,Experimental and virtual testing of mode II and mixed mode crack propagation under dynamic loading,GIc/GIIc,UD200,M21,0.66,CFRP,UD,[0]32,m/s,kJ/m2,https://doi.org/10.1016/j.ijimpeng.2024.105042,table,6,1.66667E-05,0.66,0.043,SLB 100 x 20 × 6.144 mm3,MTS Insight50 Servo-hydraulic,Lissner DIC method (details in source),1,
,,,,,,,,,,,,,,,4,7.5,1.019,0.006,SLB 100 x 20 × 6.144 mm3,SHPB,Lissner DIC method (details in source),1,
,,,,,,,,,,,,,,,4,10,1.168,0.164,SLB 100 x 20 × 6.144 mm3,SHPB,Lissner DIC method (details in source),1,
,,,,,,,,,,,,,,,4,13.5,1.057,0.188,SLB 100 x 20 × 6.144 mm3,SHPB,Lissner DIC method (details in source),1,
Blackman (1996b),Blackman,1996,The failure of fibre composites and adhesively bonded fibre composites under high rates of test: Part III Mixed-mode I/II and mode II loadings,GIc/GIIc,AS4,PEEK,0.65,CFRP,UD,[0]N,m/s,kJ/m2,https://doi.org/10.1007/BF00366342,plot,,1.69E-06,0.90264,0.07156,FRMM,standard electormech testing machine,Nonlinear compliance and energy correction,1,
,,,,,,,,,,,,,,,,0.000032869,0.80267,0.071565,FRMM,standard electormech testing machine,Nonlinear compliance and energy correction,1,
,,,,,,,,,,,,,,,,0.00016552,0.97555,0.069765,FRMM,standard electormech testing machine,Nonlinear compliance and energy correction,1,
,,,,,,,,,,,,,,,,0.0016055,1.0704,0.070215,FRMM,servo-hydraulic universal testing machine,Nonlinear compliance and energy correction,1,
,,,,,,,,,,,,,,,,0.016475,0.97794,0.07164,FRMM,servo-hydraulic universal testing machine,Nonlinear compliance and energy correction,1,
,,,,,,,,,,,,,,,,0.25233,0.82868,0.069355,FRMM,servo-hydraulic universal testing machine,Nonlinear compliance and energy correction,1,
,,,,,,,,,,,,,,,,0.34345,0.80563,0.06907,FRMM,servo-hydraulic universal testing machine,Nonlinear compliance and energy correction,1,
,,,,,,,,,,,,,,,,0.7199,0.94495,0.06964,FRMM,servo-hydraulic universal testing machine,Nonlinear compliance and energy correction,1,
,,,,,,,,,,,,,,,,1.0027,0.7843,0.07107,FRMM,servo-hydraulic universal testing machine,Nonlinear compliance and energy correction,1,
,,,,,,,,,,,,,,,,1.3035,0.81779,0.071355,FRMM,servo-hydraulic universal testing machine,Nonlinear compliance and energy correction,1,
,,,,,,,,,,,,,,,,3.0001,0.79663,0.07164,FRMM,servo-hydraulic universal testing machine,Nonlinear compliance and energy correction,1,
,,,,,,,,,,,,,,,,4.4419,0.68047,0.06736,FRMM,servo-hydraulic universal testing machine,Nonlinear compliance and energy correction,1,
Blackman (1996b),Blackman,1996,The failure of fibre composites and adhesively bonded fibre composites under high rates of test: Part III Mixed-mode I/II and mode II loadings,GIc/GIIc,T400,6376,0.65,CFRP,UD,[0]N,m/s,kJ/m2,https://doi.org/10.1007/BF00366342,plot,,0.000001675,0.266171,0.0236025,FRMM,standard electormech testing machine,Nonlinear compliance and energy correction,1,
,,,,,,,,,,,,,,,,0.000032548,0.247122,0.0243655,FRMM,standard electormech testing machine,Nonlinear compliance and energy correction,1,
,,,,,,,,,,,,,,,,0.00016143,0.252395,0.024234,FRMM,standard electormech testing machine,Nonlinear compliance and energy correction,1,
,,,,,,,,,,,,,,,,0.0015657,0.265995,0.024513,FRMM,servo-hydraulic universal testing machine,Nonlinear compliance and energy correction,1,
,,,,,,,,,,,,,,,,0.015954,0.266863,0.023544,FRMM,servo-hydraulic universal testing machine,Nonlinear compliance and energy correction,1,
,,,,,,,,,,,,,,,,0.029764,0.308538,0.0246145,FRMM,servo-hydraulic universal testing machine,Nonlinear compliance and energy correction,1,
,,,,,,,,,,,,,,,,0.16531,0.264833,0.0241575,FRMM,servo-hydraulic universal testing machine,Nonlinear compliance and energy correction,1,
,,,,,,,,,,,,,,,,0.25739,0.291294,0.0235415,FRMM,servo-hydraulic universal testing machine,Nonlinear compliance and energy correction,1,
,,,,,,,,,,,,,,,,0.25957,0.304153,0.023784,FRMM,servo-hydraulic universal testing machine,Nonlinear compliance and energy correction,1,
,,,,,,,,,,,,,,,,0.4714,0.308558,0.023785,FRMM,servo-hydraulic universal testing machine,Nonlinear compliance and energy correction,1,
,,,,,,,,,,,,,,,,1.3606,0.243152,0.0241455,FRMM,servo-hydraulic universal testing machine,Nonlinear compliance and energy correction,1,
,,,,,,,,,,,,,,,,2.7386,0.255531,0.023419,FRMM,servo-hydraulic universal testing machine,Nonlinear compliance and energy correction,1,
Cantwell (1998),Cantwell,1998,The Influence of Loading Rate on the Mixed-mode Interlaminar Fracture Properties of Carbon Fiber Reinforced PEEK,GIc/GIIc,AS4,PEEK,,CFRP,UD,[0]24,m/s,kJ/m2,https://doi.org/10.1023/A:1006632032650,plot,,8.27E-07,1.21321,0.1957,MMF (mixed-mode fracture),Instron 4205,Beam theory,1,GIc/GIIc=4/3; GIc/GIIc maximum values; 
,,,,,,,,,,,,,,,,1.67E-05,1.21007,0.10191,MMF (mixed-mode fracture),Instron 4205,Beam theory,1,GIc/GIIc=4/3; GIc/GIIc maximum values; 
,,,,,,,,,,,,,,,,0.000164883,1.46711,0.30842,MMF (mixed-mode fracture),Instron 4205,Beam theory,1,GIc/GIIc=4/3; GIc/GIIc maximum values; 
,,,,,,,,,,,,,,,,0.001652667,1.75307,0.243025,MMF (mixed-mode fracture),Instron 4205,Beam theory,1,GIc/GIIc=4/3; GIc/GIIc maximum values; 
,,,,,,,,,,,,,,,,3.05,1.75388,0.381005,MMF (mixed-mode fracture),Drop-weight,Beam theory,1,GIc/GIIc=4/3; GIc/GIIc maximum values; 
Blyton (1999),Blyton,1999,"The interlaminar fracture of composite materials, PhD thesis",GIc/GIIc,IM7,977,,CFRP,UD,,m/s,kJ/m2,https://doi.org/10.1115/1.3098934,plot,,1.67E-06,0.52645,0.09732,,,,1,
,,,,,,,,,,,,,,,,3.30E-05,0.53932,0.07752,,,,1,
,,,,,,,,,,,,,,,,0.000163017,0.51234,0.03849,,,,1,
,,,,,,,,,,,,,,,,0.000813417,0.52509,0.02855,,,,1,
,,,,,,,,,,,,,,,,0.001634167,0.5248,0.028245,,,,1,
,,,,,,,,,,,,,,,,0.004879833,0.53838,0.033265,,,,1,
Medina (2023),Medina,2023,Guided Double Cantilever Beam test method for intermediate and high loading rates in composites,GIIc,G0926,RTM6,,CFRP,UD,[0]8,m/s,kJ/m2,https://doi.org/10.1016/j.ijsolstr.2023.112118,,,8.33E-05,0.43,0.045,GDCB,Instron VHS,,1,
,,,,,,,,,,,,,,,3,1.00E-01,0.402,0.07,GDCB,,,1,
,,,,,,,,,,,,,,,3,1.00E+00,0.42,0.088,GDCB,,,1,
,,,,,,,,,,,,,,,3,3.00E+00,0.388,0.092,GDCB,,,1,
,,,,,,,,,,,,,,,3,1.00E+01,0.489,0.105,GDCB,,,1,
Marzi (2014),Marzi,2014,Fracture mechanical investigations and cohesive zone failure modelling on automotive composites,GIc,Carbon,Epoxy,,CFRP,UD,[0]N,m/s,kJ/m2,https://doi.org/10.1016/j.compstruct.2014.01.016,,,0.05,1.2755,0.1035,,,J-Int,1,
,,,,,,,,,,,,,,,,0.1,0.73,0.076,,,J-Int,1,
Isakov (2019),Isakov,2019,Fracture toughness measurement without force data – Application to high rate DCB on CFRP,GIc,Carbon,Epoxy,,CFRP,UD,[0]N,m/s,kJ/m2,https://doi.org/10.1016/j.compositesa.2019.01.030,,,0.005,0.244,0.022,,Electro-mechanical,Beam Theory Based  (no measuring of force),1,
,,,,,,,,,,,,,,,,15,0.211,0.041,,Direct Hopkinson Bar,Beam Theory Based  (no measuring of force),1,
Chen (2023),Chen,2023,,GIc,Carbon,Epoxy,,CFRP,UD,[0]16,m/s,kJ/m2,https://doi.org/10.1016/j.compositesb.2023.110788,table,,1.67E-02,0.382,0.007,Wedge DCB,"Screw-driven Zwick Z050, DIC",,1,
,,,,,,,,,,,,,,,,6.00E+00,0.597,0.011,Wedge DCB,"SHB, DIC","compliance based beam theory, no direct measurement of forces, calculation from DIC",1,
Chen (2023),Chen,2023,,GIIc,Carbon,Epoxy,,CFRP,UD,[0]16,m/s,kJ/m2,https://doi.org/10.1016/j.compositesb.2023.110788,table,,1.67E-02,2.886,0.45,ENF,"Screw-driven Zwick Z050, DIC",,1,
,,,,,,,,,,,,,,,,6.00E+00,4.78,0.365,ENF,"SHB, DIC","compliance based beam theory, no direct measurement of forces, calculation from DIC",1,
Catalanotti (2020),Catalanotti,2020,High strain rate characterisation of intralaminar fracture toughness of GFRPs for longitudinal tension and compression failure,GIcf-,E-glass,(Sika) epoxy resin,,GFRP,UD,"[(90,0)5]S",1/s,kJ/m2,https://doi.org/10.1016/j.compstruct.2020.112068,,,0.0001,188.7,,,standard electormech testing machine,entire R curve; size effect law; propagation (steady state) value quoted,1,
,,,,,,,,,,,,,,,,100,413.2,,,SHPB,,1,
Catalanotti (2020),Catalanotti,2020,High strain rate characterisation of intralaminar fracture toughness of GFRPs for longitudinal tension and compression failure,GIcf+,E-glass,(Sika) epoxy resin,,GFRP,UD,"[(90,0)2]S",1/s,kJ/m2,https://doi.org/10.1016/j.compstruct.2020.112068,,,0.0001,229.6,,,standard electormech testing machine,,1,
,,,,,,,,,,,,,,,,100,800.7,,,SHTB,,1,
Compston (2000),Compston,2000,The effect of matrix toughness and loading rate on the mode-I interlaminar fracture toughness of glass-fibre/vinyl-ester composites,GIc,E-glass,Derakane 411-45 (bisphenol A epoxy based vinyl ester),0.39-0.44,GFRP,UD,[90]36,m/s,kJ/m2,https://doi.org/10.1016/S1566-1369(00)80006-0,,3,1.67E-05,0.151351351,,,servo-hydraulic (Shimadzu),,1,
,,,,,,,,,,,,,,,3,0.000166667,0.172972973,,,servo-hydraulic (Shimadzu),,1,
,,,,,,,,,,,,,,,3,0.001666667,0.140540541,,,servo-hydraulic (Shimadzu),,1,
,,,,,,,,,,,,,,,3,0.016666667,0.156756757,,,servo-hydraulic (Shimadzu),,1,
,,,,,,,,,,,,,,,3,1,0.227027027,,,Drop-weight,,1,
Compston (2000),Compston,2000,The effect of matrix toughness and loading rate on the mode-I interlaminar fracture toughness of glass-fibre/vinyl-ester composites,GIc,E-glass,Derakane 8084 (toughened 411-45),0.39-0.44,GFRP,UD,[90]36,m/s,kJ/m2,https://doi.org/10.1016/S1566-1369(00)80006-0,,3,1.67E-05,0.632432432,,,servo-hydraulic (Shimadzu),,1,
,,,,,,,,,,,,,,,3,0.000166667,0.486486486,,,servo-hydraulic (Shimadzu),,1,
,,,,,,,,,,,,,,,3,0.001666667,0.454054054,,,servo-hydraulic (Shimadzu),,1,
,,,,,,,,,,,,,,,3,0.016666667,0.394594595,,,servo-hydraulic (Shimadzu),,1,
,,,,,,,,,,,,,,,3,1,0.345945946,,,Drop-weight,,1,
Compston (2000),Compston,2000,The effect of matrix toughness and loading rate on the mode-I interlaminar fracture toughness of glass-fibre/vinyl-ester composites,GIc,E-glass,922EXL (rubber-modified Hetron 922),0.39-0.44,GFRP,UD,[90]36,m/s,kJ/m2,https://doi.org/10.1016/S1566-1369(00)80006-0,,3,1.67E-05,0.567567568,,,servo-hydraulic (Shimadzu),,1,
,,,,,,,,,,,,,,,3,0.000166667,0.551351351,,,servo-hydraulic (Shimadzu),,1,
,,,,,,,,,,,,,,,3,0.001666667,0.535135135,,,servo-hydraulic (Shimadzu),,1,
,,,,,,,,,,,,,,,3,0.016666667,0.616216216,,,servo-hydraulic (Shimadzu),,1,
,,,,,,,,,,,,,,,3,1,0.578378378,,,Drop-weight,,1,
Compston (2000),Compston,2000,The effect of matrix toughness and loading rate on the mode-I interlaminar fracture toughness of glass-fibre/vinyl-ester composites,GIc,E-glass,8X33 (rubber-modified Derakane 8084),0.39-0.44,GFRP,UD,[90]36,m/s,kJ/m2,https://doi.org/10.1016/S1566-1369(00)80006-0,,3,1.67E-05,0.691891892,,,servo-hydraulic (Shimadzu),,1,
,,,,,,,,,,,,,,,3,0.000166667,0.735135135,,,servo-hydraulic (Shimadzu),,1,
,,,,,,,,,,,,,,,3,0.001666667,0.664864865,,,servo-hydraulic (Shimadzu),,1,
,,,,,,,,,,,,,,,3,0.016666667,0.713513514,,,servo-hydraulic (Shimadzu),,1,
,,,,,,,,,,,,,,,3,1,0.724324324,,,Drop-weight,,1,
Compston (2000),Compston,2000,The effect of matrix toughness and loading rate on the mode-I interlaminar fracture toughness of glass-fibre/vinyl-ester composites,GIc,E-glass,8S22 (rubber-modified Derakane 8084),0.39-0.44,GFRP,UD,[90]36,m/s,kJ/m2,https://doi.org/10.1016/S1566-1369(00)80006-0,,3,1.67E-05,0.767567568,,,servo-hydraulic (Shimadzu),,1,
,,,,,,,,,,,,,,,3,0.000166667,0.837837838,,,servo-hydraulic (Shimadzu),,1,
,,,,,,,,,,,,,,,3,0.001666667,0.789189189,,,servo-hydraulic (Shimadzu),,1,
,,,,,,,,,,,,,,,3,0.016666667,0.659459459,,,servo-hydraulic (Shimadzu),,1,
,,,,,,,,,,,,,,,3,1,0.87027027,,,Drop-weight,,1,
Leite (2018),Leite,2018,Strain rate effects on the intralaminar fracture toughness of composite laminates subjected to compressive load,GIcf-,Carbon,LY 5052 (epoxy),,CFRP,woven,"[0,90]28",1/s,kJ/m2,https://doi.org/10.1016/j.compstruct.2017.11.091,,,QS,40,,,servo-hydraulic universal testing machine,,1,
,,,,,,,,,,,,,,,4,557,47.9,,,SHPB,,1,
,,,,,,,,,,,,,,,4,695,56.8,,,SHPB,,1,
,,,,,,,,,,,,,,,4,768,63.4,,,SHPB,,1,
Leite (2018),Leite,2018,Strain rate effects on the intralaminar fracture toughness of composite laminates subjected to compressive load,GIcf+,Carbon,LY 5052 (epoxy),,CFRP,woven,"[0,90]34",1/s,kJ/m2,https://doi.org/10.1016/j.compstruct.2017.11.091,,,QS,49,,,servo-hydraulic universal testing machine,,1,
,,,,,,,,,,,,,,,4,245,115.5,,,SHPB for 4-point-bending setup,,1,
,,,,,,,,,,,,,,,4,319,134.1,,,SHPB for 4-point-bending setup,,1,
,,,,,,,,,,,,,,,4,410,154.2,,,SHPB for 4-point-bending setup,,1,
Satyanarayana (2019),Satyanarayana,2019,Effect of displacement loading rates on mode-I fracture toughness of fiber glass-epoxy composite laminates,GIcf+,E-glass,epoxy,,GFRP,woven,"[0,90]8",m/s,kJ/m2,https://doi.org/10.1016/j.engfracmech.2019.106535,,3 configs; 3 tests each,1.67E-05,141,,,Instron 8862 universal tensile testing machine,"different data reduction methods lead to slightly different results; the ones given here are from the ""R-curve approach""",1,
,,,,,,,,,,,,,,,,0.000166667,74,,,,,1,
,,,,,,,,,,,,,,,,0.001666667,80,,,,,1,
,,,,,,,,,,,,,,,,0.008333333,105,,,,,1,
Navarro (2014),Navarro,2014,Influence of the stacking sequence and crack velocity on fracture toughness of woven composite laminates in mode I,GIc,Hexcel G963 carbon,Hexcel 913 epoxy prepreg,0.55,CFRP,woven,"[(0)6,,(0)6]",m/s (crack opening),kJ/m2,https://doi.org/10.1016/j.engfracmech.2014.08.010,,4,QS,0.728,,,electromechanical tensile machine,,1,
,,,,,,,,,,,,,,,4,20,0.762469697,,,drop tower,,1,
,,,,,,,,,,,,,,,4,50,0.654372727,,,drop tower,,1,
,,,,,,,,,,,,,,,4,100,0.774051515,,,drop tower,,1,
Navarro (2014),Navarro,2014,Influence of the stacking sequence and crack velocity on fracture toughness of woven composite laminates in mode I,GIc,Hexcel G963 carbon,Hexcel 913 epoxy prepreg,0.55,CFRP,woven,"[(0)4,45,0,,45,(0)5)]",m/s (crack opening),kJ/m2,https://doi.org/10.1016/j.engfracmech.2014.08.010,,4,QS,0.81536,,,electromechanical tensile machine,,1,
,,,,,,,,,,,,,,,4,20,0.81937503,,,drop tower,,1,
,,,,,,,,,,,,,,,4,50,0.875585455,,,drop tower,,1,
,,,,,,,,,,,,,,,4,100,0.823698909,,,drop tower,,1,
Navarro (2014),Navarro,2014,Influence of the stacking sequence and crack velocity on fracture toughness of woven composite laminates in mode I,GIc,Hexcel G963 carbon,Hexcel 913 epoxy prepreg,0.55,CFRP,woven,"[(0)5,45,,45,(0)5)]",m/s (crack opening),kJ/m2,https://doi.org/10.1016/j.engfracmech.2014.08.010,,4,QS,0.8736,,,electromechanical tensile machine,,1,
,,,,,,,,,,,,,,,4,20,0.826941818,,,drop tower,,1,
,,,,,,,,,,,,,,,4,50,0.73892,,,drop tower,,1,
,,,,,,,,,,,,,,,4,100,0.711123636,,,drop tower,,1,
Navarro (2014),Navarro,2014,Influence of the stacking sequence and crack velocity on fracture toughness of woven composite laminates in mode I,GIc,Hexcel G963 carbon, 913 epoxy  + Hysol EA 9686 epoxy adhesive interply,0.55,CFRP,woven,"[(0)6,adh,(0)6)]",m/s (crack opening),kJ/m2,https://doi.org/10.1016/j.engfracmech.2014.08.010,,4,QS,0.9828,,,electromechanical tensile machine,,1,
,,,,,,,,,,,,,,,4,20,1.050181364,,,drop tower,,1,
,,,,,,,,,,,,,,,4,50,0.977215909,,,drop tower,,1,
,,,,,,,,,,,,,,,4,100,1.091875909,,,drop tower,,1,
Navarro (2014),Navarro,2014,Influence of the stacking sequence and crack velocity on fracture toughness of woven composite laminates in mode I,GIc,Hexcel G963 carbon, 913 epoxy  + Hysol EA 9686 epoxy adhesive interply,0.55,CFRP,woven,"[(0)4,45,0,adh,45,(0)5)]",m/s (crack opening),kJ/m2,https://doi.org/10.1016/j.engfracmech.2014.08.010,,4,QS,1.19392,,,electromechanical tensile machine,,1,
,,,,,,,,,,,,,,,4,20,1.016188727,,,drop tower,,1,
,,,,,,,,,,,,,,,4,50,1.111159636,,,drop tower,,1,
,,,,,,,,,,,,,,,4,100,1.149148,,,drop tower,,1,
Mall (1987),Mall,1987,Loading Rate Effect on Interlaminar Fracture Toughness of a Thermoplastic Composite,GIc,Graphite,PEEK,0.645,CFRP,woven,[0],1/s,kJ/m2,https://doi.org/10.1177/002199838702100607,,1,1.13E-06,4.708914536,,,,,1,
